0.010000 0.005927 0.008913 0.786638 0.736795 0.002511 0.000000 0.004032 0.000000
0.050000 0.005243 0.007740 0.765567 0.728889 0.002283 0.000000 0.003539 0.000000
0.100000 0.004503 0.006533 0.741579 0.720510 0.002024 0.000000 0.003022 0.000000
0.150000 0.003845 0.005492 0.721369 0.713094 0.001777 0.000000 0.002567 0.000000
0.200000 0.003334 0.004733 0.699325 0.703982 0.001589 0.000000 0.002241 0.000000
0.250000 0.002801 0.003961 0.677066 0.692179 0.001379 0.000000 0.001908 0.000000
0.300000 0.002332 0.003331 0.648180 0.671105 0.001199 0.000000 0.001655 0.000000
0.350000 0.001420 0.002364 0.574681 0.595488 0.000823 0.000000 0.001323 0.000000
0.400000 0.000752 0.001387 0.471455 0.485581 0.000532 0.000000 0.000952 0.000000
0.450000 0.000451 0.000740 0.365855 0.367047 0.000411 0.000000 0.000672 0.000000
0.500000 0.000397 0.000397 0.296354 0.296421 0.000446 0.000000 0.000447 0.000000
0.550000 0.000765 0.000467 0.368466 0.367674 0.000692 0.000000 0.000424 0.000000
0.600000 0.001468 0.000799 0.487139 0.474285 0.001004 0.000000 0.000562 0.000000
0.650000 0.002321 0.001391 0.594982 0.573493 0.001300 0.000000 0.000809 0.000000
0.700000 0.003461 0.002426 0.671241 0.649268 0.001719 0.000000 0.001245 0.000000
0.750000 0.004042 0.002859 0.692268 0.677499 0.001946 0.000000 0.001407 0.000000
0.800000 0.004739 0.003338 0.703989 0.699339 0.002244 0.000000 0.001591 0.000000
0.850000 0.005460 0.003821 0.712870 0.720985 0.002553 0.000000 0.001767 0.000000
0.900000 0.006568 0.004531 0.720294 0.742202 0.003040 0.000000 0.002035 0.000000
0.950000 0.008133 0.005505 0.729252 0.767251 0.003717 0.000000 0.002392 0.000000
0.990000 0.009143 0.006085 0.737230 0.788823 0.004134 0.000000 0.002571 0.000000
