0.011000 1.032508 1.309463 -1.268235
0.022000 1.046627 1.337278 -1.277702
0.033000 1.087419 1.446314 -1.330042
0.043000 1.121265 1.459917 -1.302027
0.054000 1.228006 1.499756 -1.221294
0.063000 1.223140 1.823873 -1.491141
0.074000 1.344531 1.457142 -1.083755
0.084000 1.366373 1.610283 -1.178509
0.094000 1.427994 1.674361 -1.172527
0.104000 1.445289 1.743358 -1.206234
0.114000 1.465799 1.723495 -1.175806
0.124000 1.408607 1.659218 -1.177914
0.134000 1.641308 1.874760 -1.142235
0.144000 1.623311 1.795590 -1.106128
0.154000 1.593450 1.858260 -1.166187
0.164000 1.678724 1.874031 -1.116342
0.174000 1.677933 1.865371 -1.111708
0.184000 1.735656 1.866915 -1.075625
0.193000 1.702383 1.880074 -1.104377
0.203000 1.889103 2.084502 -1.103435
0.212000 1.985733 2.219431 -1.117688
0.223000 1.934836 2.104376 -1.087625
0.232000 1.760196 1.933240 -1.098310
0.244000 1.972541 2.089804 -1.059448
0.253000 1.990663 2.110860 -1.060380
0.262000 2.073319 2.186837 -1.054752
0.274000 2.190550 2.357187 -1.076070
0.282000 2.078433 2.283413 -1.098622
0.293000 2.107317 2.305152 -1.093880
0.301000 2.023046 2.138643 -1.057140
0.313000 1.941385 2.074914 -1.068780
0.322000 1.485345 1.601882 -1.078458
0.331000 1.463046 1.547630 -1.057814
0.341000 1.227192 1.322692 -1.077820
0.351000 1.709936 1.815359 -1.061653
0.361000 1.776218 1.896754 -1.067861
0.371000 1.854357 2.025109 -1.092081
0.381000 2.114387 2.273992 -1.075485
0.391000 2.191007 2.335437 -1.065920
0.401000 2.586112 2.769716 -1.070996
0.411000 2.576226 2.735980 -1.062011
0.421000 2.840107 2.993161 -1.053890
0.433000 3.432494 3.611077 -1.052027
0.442000 3.622365 3.794042 -1.047394
0.452000 4.092756 4.280467 -1.045864
0.461000 4.733562 4.941158 -1.043856
0.472000 5.184727 5.497391 -1.060305
0.480000 5.713188 5.789747 -1.013400
0.490000 5.744786 6.036120 -1.050713
0.500000 6.555001 6.633690 -1.012005
0.509000 6.029990 5.987844 -0.993011
0.519000 5.880812 5.768771 -0.980948
0.529000 5.641326 5.418126 -0.960435
0.539000 4.796696 4.710862 -0.982105
0.548000 4.133271 3.894539 -0.942241
0.558000 3.953767 3.768200 -0.953066
0.567000 3.642110 3.421926 -0.939545
0.579000 3.148135 2.962969 -0.941182
0.588000 2.758555 2.573047 -0.932752
0.599000 2.541619 2.422919 -0.953297
0.609000 2.447239 2.246129 -0.917822
0.617000 2.286490 2.137089 -0.934659
0.627000 2.124492 1.874587 -0.882370
0.639000 1.906133 1.779016 -0.933312
0.648000 1.586216 1.453498 -0.916330
0.659000 1.496925 1.383881 -0.924483
0.669000 1.383260 1.265644 -0.914972
0.679000 1.228829 1.110124 -0.903400
0.688000 1.934922 1.804987 -0.932847
0.696000 2.257931 2.096932 -0.928696
0.707000 2.157190 2.024609 -0.938540
0.716000 2.273986 2.144307 -0.942973
0.727000 2.204168 2.061788 -0.935404
0.737000 2.243926 2.047187 -0.912323
0.746000 2.099420 1.936374 -0.922338
0.757000 2.152198 2.023517 -0.940210
0.767000 2.098638 1.972004 -0.939659
0.776000 1.953864 1.853240 -0.948500
0.786000 1.938427 1.757357 -0.906589
0.796000 1.915744 1.749784 -0.913371
0.807000 2.102399 1.952916 -0.928899
0.826000 1.941546 1.742443 -0.897451
0.835000 1.949916 1.788503 -0.917221
0.845000 1.950580 1.695427 -0.869191
0.857000 1.814063 1.598944 -0.881416
0.866000 1.788229 1.600101 -0.894796
0.876000 1.720601 1.502621 -0.873312
0.886000 1.761886 1.491381 -0.846468
0.895000 1.750256 1.503322 -0.858916
0.906000 1.638234 1.335820 -0.815402
0.915000 1.492234 1.311328 -0.878769
0.926000 1.538332 1.313352 -0.853750
0.936000 1.738710 1.264797 -0.727434
0.947000 1.717512 1.282455 -0.746693
0.957000 1.420927 1.129769 -0.795093
0.967000 1.252695 1.076449 -0.859307
0.979000 1.203551 1.043771 -0.867243
0.989000 1.508912 1.045422 -0.692832
