0.00000 0.00610 0.00921 0.79191 0.73877 0.00257 0.00000 0.00416 0.00000 0.79788 0.62744 0.00095 1.00829 1.01839 1.28165 -1.25877
0.05000 0.00524 0.00774 0.76557 0.72889 0.00228 0.00000 0.00354 0.00000 0.77352 0.43553 0.01483 0.99307 1.18919 1.48527 -1.25065
0.10000 0.00450 0.00653 0.74158 0.72051 0.00202 0.00000 0.00302 0.00000 0.78599 0.31443 0.02347 0.93844 1.43837 1.71576 -1.19275
0.15000 0.00384 0.00549 0.72137 0.71309 0.00178 0.00000 0.00257 0.00000 0.76559 0.26181 0.03208 0.93514 1.60539 1.83319 -1.14216
0.20000 0.00333 0.00473 0.69932 0.70398 0.00159 0.00000 0.00224 0.00000 0.75553 0.29879 0.05300 0.92737 1.83309 2.02317 -1.10372
0.25000 0.00280 0.00396 0.67707 0.69218 0.00138 0.00000 0.00191 0.00000 0.76396 0.17260 0.04162 0.82103 1.98462 2.10384 -1.06007
0.30000 0.00233 0.00333 0.64818 0.67110 0.00120 0.00000 0.00165 0.00000 0.71738 0.20857 0.06475 0.82029 2.03358 2.15946 -1.06173
0.35000 0.00142 0.00236 0.57468 0.59549 0.00082 0.00000 0.00132 0.00000 0.62470 0.20359 0.06809 0.72468 1.66166 1.76609 -1.06327
0.40000 0.00075 0.00139 0.47146 0.48558 0.00053 0.00000 0.00095 0.00000 0.50380 0.15338 0.05701 0.57900 2.54660 2.72629 -1.07049
0.45000 0.00045 0.00074 0.36585 0.36705 0.00041 0.00000 0.00067 0.00000 0.37366 0.10176 0.05083 0.39572 3.99868 4.18318 -1.04617
0.50000 0.00040 0.00040 0.29635 0.29642 0.00045 0.00000 0.00045 0.00000 0.27829 0.06456 0.06451 0.28482 6.55500 6.63369 -1.01201
0.55000 0.00076 0.00047 0.36847 0.36767 0.00069 0.00000 0.00042 0.00000 0.38442 0.05236 0.10447 0.38076 4.09737 3.86927 -0.94441
0.60000 0.00147 0.00080 0.48714 0.47429 0.00100 0.00000 0.00056 0.00000 0.55715 0.05409 0.14490 0.48614 2.53218 2.40524 -0.94975
0.65000 0.00232 0.00139 0.59498 0.57349 0.00130 0.00000 0.00081 0.00000 0.71297 0.06415 0.19160 0.62313 1.56998 1.44084 -0.91781
0.70000 0.00346 0.00243 0.67124 0.64927 0.00172 0.00000 0.00125 0.00000 0.83751 0.07484 0.24089 0.73056 2.22130 2.07063 -0.93228
0.75000 0.00404 0.00286 0.69227 0.67750 0.00195 0.00000 0.00141 0.00000 0.88044 0.06082 0.25217 0.75896 2.11861 1.96806 -0.92884
0.80000 0.00474 0.00334 0.70399 0.69934 0.00224 0.00000 0.00159 0.00000 0.90405 0.04564 0.25713 0.72704 1.98362 1.82365 -0.91902
0.85000 0.00546 0.00382 0.71287 0.72099 0.00255 0.00000 0.00177 0.00000 0.94974 0.03078 0.25154 0.80022 1.89370 1.65523 -0.87428
0.90000 0.00657 0.00453 0.72029 0.74220 0.00304 0.00000 0.00203 0.00000 0.95002 0.02347 0.31537 0.78412 1.69934 1.42718 -0.83914
0.95000 0.00813 0.00551 0.72925 0.76725 0.00372 0.00000 0.00239 0.00000 0.99441 0.01249 0.36963 0.82293 1.62854 1.23665 -0.76121
1.00000 0.00940 0.00623 0.73922 0.79422 0.00424 0.00000 0.00262 0.00000 1.04930 -0.00017 0.37032 0.81538 1.84481 1.04724 -0.50098
