1.565461 0.008752 3.051185 0.002380 0.645297 0.090126 0.004589 0.020797 1.033576 3.351224 1.359293 0.938451
4.547291 0.025422 8.843573 0.022220 1.098823 0.126523 0.011880 0.016074 1.943017 2.501212 0.945887 0.430251
7.529121 0.042094 14.679108 0.171123 0.787977 0.290673 0.019085 0.015194 2.800516 2.170114 0.909894 0.653734
10.510951 0.058764 20.675911 0.331388 0.342450 0.178311 0.010890 0.001587 1.540998 0.104599 1.220495 0.735486
13.529846 0.038371 26.637186 0.303589 0.741490 0.251555 -0.003269 0.006273 -0.482526 0.869448 1.089453 0.378730
16.548740 0.017976 32.614087 0.313011 0.748830 0.026857 -0.023929 0.014538 -3.201075 1.839523 1.215686 0.755855
19.530571 0.034648 38.510641 0.418337 0.454678 0.040799 -0.016441 0.014475 -2.217738 1.949181 1.429626 1.097555
22.512400 0.051318 44.290876 0.489138 0.307577 0.015789 -0.004851 0.005380 -0.658030 0.731533 1.087137 0.894320
25.531295 0.030924 50.204339 0.442183 0.390794 0.096527 -0.013943 0.012139 -1.846121 1.604166 0.393513 0.292618
28.550189 0.010530 56.075968 0.450664 0.430692 0.195798 -0.008907 0.015529 -1.115010 2.006646 0.560536 0.404378
31.532020 0.027202 61.928021 0.483225 0.515499 0.069910 0.005137 0.016377 0.723551 2.185119 0.889049 0.426736
34.513849 0.043872 67.852540 0.481916 0.534428 0.150723 -0.005708 0.019734 -0.691124 2.602860 0.574364 0.110501
37.532744 0.023478 73.780518 0.499815 0.434307 0.303540 -0.016489 0.025150 -2.071777 3.286477 0.664168 0.031380
40.551638 0.003083 79.777325 0.482964 0.368433 0.245234 -0.013305 0.024829 -1.620137 3.213704 0.841620 0.191596
43.533469 0.019755 85.552094 0.555678 0.449184 0.332948 -0.022535 0.025408 -2.791742 3.185288 0.729148 0.120937
46.515299 0.036425 91.446579 0.655787 0.516866 0.330801 -0.030109 0.021230 -3.783177 2.548239 0.609647 0.066929
49.497129 0.053096 97.325101 0.708541 0.586947 0.071916 -0.027190 0.014592 -3.465289 1.722952 0.580477 0.055928
52.516024 0.032703 103.248438 0.647331 0.572495 0.102449 -0.029385 0.010717 -3.789363 1.232824 0.756068 0.218499
55.534918 0.012309 109.150345 0.638734 0.495659 0.166575 -0.024106 0.006740 -3.129575 0.743730 0.816867 0.097401
58.516748 0.028979 114.946457 0.644312 0.417588 0.247086 -0.018838 0.012469 -2.407074 1.533844 0.886958 0.058642
