0.149925 0.304486 1.279461 0.060606 6.000000 0.666667
0.299850 0.606290 1.061977 0.016750 3.333333 0.666667
0.449775 0.884229 0.257143 0.003922 0.466667 0.733333
0.599700 1.198241 0.324086 -0.021438 -2.428571 0.523810
0.749625 1.466310 0.726083 -0.031219 -4.428571 0.523810
0.899550 1.763718 1.081232 -0.080672 -9.600000 1.200000
1.049475 2.051797 0.766739 -0.047276 -5.969697 0.575758
1.199400 2.331404 0.795970 -0.023510 -3.111111 0.555556
1.349325 2.611376 0.635312 -0.016424 -2.095238 0.380952
1.499250 2.908344 0.335683 -0.016113 -2.285714 0.380952
1.649175 3.200427 0.567766 -0.025031 -3.416667 0.166667
1.799100 3.471453 0.475391 -0.019016 -2.833333 0.166667
1.949025 3.785774 0.579559 -0.025939 -3.941176 0.215686
2.098951 4.092091 0.684513 -0.027668 -4.529412 0.215686
2.248876 4.361011 0.355019 -0.024592 -4.074074 0.370370
2.398801 4.640324 0.227640 -0.007445 -1.126984 0.174603
2.548726 4.905140 0.157344 -0.008780 -1.412698 0.174603
2.698651 5.193964 0.269052 -0.008198 -1.333333 0.303030
2.848576 5.489566 0.276322 -0.009620 -1.579710 0.275362
2.998501 5.805365 0.247128 -0.012495 -1.986667 0.146667
3.148426 6.089970 0.325819 -0.025580 -3.555556 0.622222
3.298351 6.350072 0.398657 -0.002442 -0.333333 0.500000
3.448276 6.669323 0.841617 -0.020072 -2.777778 0.595960
3.598201 6.938718 0.639250 -0.023780 -3.333333 0.745098
3.748126 7.247621 0.927478 -0.023637 -3.259259 0.740741
3.898051 7.547636 0.865039 -0.029963 -4.070175 0.701754
4.047976 7.838205 0.951253 -0.048436 -6.658120 0.914530
4.197901 8.125984 1.000959 -0.023022 -3.200000 0.666667
4.347826 8.403830 1.280769 -0.003705 -0.507937 0.444444
4.497751 8.687149 1.204612 -0.005373 -0.727273 0.393939
4.647676 8.980418 1.537341 0.015976 2.185185 0.437037
4.797601 9.275284 1.285489 0.018256 2.521739 0.405797
4.947526 9.587102 1.229345 0.013431 1.833333 0.361111
5.097451 9.906021 1.528239 0.015995 2.250000 0.361111
5.247376 10.183355 1.594543 0.026231 3.721088 0.401361
5.397301 10.490451 1.583135 0.022235 3.244898 0.401361
5.547226 10.786587 1.567633 0.016642 2.496599 0.401361
5.697151 11.098521 1.717269 -0.000309 -0.045752 0.385621
5.847076 11.396711 1.955946 0.000516 0.076923 0.461538
5.997001 11.712899 2.072522 -0.006837 -1.025157 0.371069
6.146927 11.977165 2.098564 -0.005278 -0.811321 0.371069
6.296852 12.295943 1.981628 -0.001598 -0.246914 0.246914
6.446777 12.585363 1.658320 -0.000156 -0.024691 0.246914
6.596702 12.886789 1.771488 0.009491 1.509091 0.163636
6.746627 13.176909 1.701852 -0.006299 -0.988304 0.204678
6.896552 13.480777 1.397768 0.004923 0.762712 0.152542
7.046477 13.781608 1.476894 0.006816 1.079096 0.152542
7.196402 14.085725 1.107617 -0.000559 -0.088889 0.111111
7.346327 14.379723 1.146201 0.003012 0.488889 0.111111
7.496252 14.728784 1.152195 0.013315 2.169399 0.147541
7.646177 15.018350 1.101729 0.007234 1.182796 0.129032
7.796102 15.326097 0.783561 0.000742 0.121693 0.100529
7.946027 15.624921 0.743127 0.001740 0.291005 0.100529
8.095952 15.888637 0.756599 0.010061 1.636364 0.343434
8.245877 16.213874 0.575824 0.011191 1.772947 0.478261
8.395802 16.498884 0.495283 0.013326 2.149758 0.478261
8.545727 16.803597 0.451192 0.008591 1.390476 0.419048
8.695652 17.106842 0.582502 0.007141 1.159624 0.389671
8.845577 17.422777 0.310935 -0.001961 -0.315068 0.452055
8.995502 17.721847 0.279725 -0.003913 -0.630631 0.324324
9.145427 18.023365 0.197801 -0.007780 -1.257778 0.368889
9.295352 18.335235 0.175767 -0.011440 -1.880000 0.368889
9.445277 18.678170 0.216607 -0.009235 -1.542222 0.368889
9.595202 18.987820 0.112543 -0.007021 -1.175439 0.298246
9.745127 19.338791 0.069545 0.000413 0.068376 0.170940
9.895052 19.685081 0.111670 0.005107 0.827160 0.242798
10.044978 19.997443 0.104803 0.009587 1.538153 0.301205
10.194903 20.304830 0.113940 0.016453 2.555556 0.501916
10.344828 20.606239 0.091859 0.013685 2.157088 0.501916
10.494753 20.907240 0.152661 0.019529 3.052434 0.670412
10.644678 21.235481 0.162367 0.018524 2.840580 0.550725
10.794603 21.549521 0.206347 0.018361 2.794326 0.482270
10.944528 21.853754 0.212234 0.018475 2.851064 0.482270
11.094453 22.098248 0.183407 0.021013 3.252632 0.628070
11.244378 22.375752 0.202415 0.020060 3.147368 0.628070
11.394303 22.679666 0.164956 0.013483 2.143860 0.628070
11.544228 22.948997 0.195243 0.013591 2.166667 0.569444
11.694153 23.227771 0.187675 0.004817 0.761905 0.653061
11.844078 23.499113 0.216298 0.011657 1.811881 0.643564
11.994003 23.813468 0.204638 0.016774 2.614379 0.640523
12.143928 24.152301 0.292366 0.019717 2.993711 0.981132
12.293853 24.454684 0.298304 0.015817 2.363914 0.963303
12.443778 24.733397 0.260472 0.015446 2.273810 0.988095
12.593703 25.023394 0.199632 0.001678 0.241379 0.482759
12.743628 25.332285 0.227191 0.008589 1.239316 0.487179
12.893553 25.633726 0.301795 0.002420 0.344444 0.588889
13.043478 25.927447 0.325192 0.005788 0.819672 0.491803
13.193403 26.193363 0.405737 -0.002060 -0.290323 0.451613
13.343328 26.496302 0.481490 -0.007562 -1.069333 0.477333
13.493253 26.777240 0.539268 -0.013894 -1.955381 0.511811
13.643178 27.102651 0.624703 -0.019977 -2.798450 0.772610
13.793103 27.390162 0.522167 -0.023207 -3.261538 0.697436
13.943028 27.654187 0.779426 -0.029453 -4.184615 0.697436
14.092954 27.944600 0.690539 -0.028586 -4.073791 0.638677
14.242879 28.253973 0.658063 -0.030014 -4.323155 0.638677
14.392804 28.539117 0.605357 -0.026381 -3.781955 0.829574
14.542729 28.846664 0.628968 -0.025380 -3.676692 0.829574
14.692654 29.180860 0.648036 -0.015001 -2.179104 0.895522
14.842579 29.442976 0.675006 -0.019119 -2.805970 0.895522
14.992504 29.736157 0.634988 -0.019665 -2.915423 0.895522
15.142429 30.030692 0.640502 -0.022078 -3.281481 0.817284
15.292354 30.338633 0.808485 -0.023014 -3.403893 0.610706
15.442279 30.663869 0.540384 -0.012641 -1.874396 0.483092
15.592204 30.962557 0.578057 -0.008842 -1.304762 0.276190
15.742129 31.251375 0.617714 -0.019865 -2.897436 0.435897
15.892054 31.553962 0.557244 -0.012682 -1.816327 0.424036
16.041979 31.849440 0.630968 -0.006650 -0.954955 0.405405
16.191904 32.130913 0.718068 -0.006278 -0.909910 0.405405
16.341829 32.466915 0.881498 -0.010594 -1.508772 0.517544
16.491754 32.750363 0.857237 -0.012650 -1.782796 0.539785
16.641679 33.067219 0.971330 -0.015968 -2.256410 0.529915
16.791604 33.387743 0.924234 -0.016784 -2.393162 0.529915
16.941529 33.722560 0.914751 -0.013961 -2.008547 0.529915
17.091454 34.003308 0.800294 -0.014134 -2.000000 0.450000
17.241379 34.323380 0.726234 -0.001095 -0.153374 0.366053
