0.100000 0.900000 0.106910 0.374953 0.235375 0.117962 0.007441 0.629212 0.063228 1.000000 1.000000
0.150000 0.850000 0.116708 0.431095 0.300818 0.135625 0.009510 0.629212 0.063228 1.000000 1.000000
0.200000 0.800000 0.125224 0.488286 0.368524 0.153618 0.011651 0.629212 0.063228 1.000000 1.000000
0.250000 0.750000 0.131873 0.544292 0.435844 0.171237 0.013779 0.629212 0.063228 1.000000 1.000000
0.300000 0.700000 0.136288 0.597301 0.500614 0.187914 0.015826 0.629212 0.063228 1.000000 1.000000
0.350000 0.650000 0.138340 0.646123 0.561422 0.203274 0.017749 0.629212 0.063228 1.000000 1.000000
0.400000 0.600000 0.138082 0.690136 0.617572 0.217121 0.019524 0.629212 0.063228 1.000000 1.000000
0.450000 0.550000 0.135673 0.729094 0.668893 0.229377 0.021146 0.629212 0.063228 1.000000 1.000000
0.500000 0.500000 0.131325 0.762951 0.715542 0.240029 0.022621 0.629212 0.063228 1.000000 1.000000
0.550000 0.450000 0.125258 0.791682 0.757840 0.249068 0.023958 0.629212 0.063228 1.000000 1.000000
0.600000 0.400000 0.117682 0.815141 0.796182 0.256448 0.025170 0.629212 0.063228 1.000000 1.000000
0.650000 0.350000 0.108789 0.832905 0.830975 0.262037 0.026270 0.629212 0.063228 1.000000 1.000000
0.700000 0.300000 0.098747 0.844000 0.862605 0.265527 0.027270 0.629212 0.063228 1.000000 1.000000
0.750000 0.250000 0.087704 0.846360 0.891427 0.266270 0.028182 0.629212 0.063228 1.000000 1.000000
0.800000 0.200000 0.075783 0.835522 0.917760 0.262860 0.029014 0.629212 0.063228 1.000000 1.000000
0.850000 0.150000 0.063094 0.800662 0.941885 0.251893 0.029777 0.629212 0.063228 1.000000 1.000000
0.900000 0.100000 0.049729 0.708787 0.964048 0.222989 0.030477 0.629212 0.063228 1.000000 1.000000
