0.100000 0.900000 0.074558 0.260084 0.290003 0.081824 0.009168 0.629212 0.063228 1.000000 1.000000
0.150000 0.850000 0.079071 0.289810 0.331444 0.091176 0.010478 0.629212 0.063228 1.000000 1.000000
0.200000 0.800000 0.083674 0.323057 0.374157 0.101636 0.011829 0.629212 0.063228 1.000000 1.000000
0.250000 0.750000 0.088198 0.359791 0.417997 0.113192 0.013215 0.629212 0.063228 1.000000 1.000000
0.300000 0.700000 0.092411 0.399701 0.462614 0.125748 0.014625 0.629212 0.063228 1.000000 1.000000
0.350000 0.650000 0.096046 0.442216 0.507508 0.139124 0.016044 0.629212 0.063228 1.000000 1.000000
0.400000 0.600000 0.098832 0.486591 0.552091 0.153084 0.017454 0.629212 0.063228 1.000000 1.000000
0.450000 0.550000 0.100532 0.532014 0.595804 0.167375 0.018836 0.629212 0.063228 1.000000 1.000000
0.500000 0.500000 0.100964 0.577716 0.638185 0.181753 0.020176 0.629212 0.063228 1.000000 1.000000
0.550000 0.450000 0.100009 0.623030 0.678910 0.196009 0.021463 0.629212 0.063228 1.000000 1.000000
0.600000 0.400000 0.097606 0.667430 0.717789 0.209977 0.022692 0.629212 0.063228 1.000000 1.000000
0.650000 0.350000 0.093746 0.710520 0.754741 0.223534 0.023860 0.629212 0.063228 1.000000 1.000000
0.700000 0.300000 0.088456 0.752036 0.789762 0.236595 0.024968 0.629212 0.063228 1.000000 1.000000
0.750000 0.250000 0.081789 0.791816 0.822908 0.249110 0.026015 0.629212 0.063228 1.000000 1.000000
0.800000 0.200000 0.073816 0.829775 0.854260 0.261052 0.027007 0.629212 0.063228 1.000000 1.000000
0.850000 0.150000 0.064615 0.865887 0.883919 0.272413 0.027944 0.629212 0.063228 1.000000 1.000000
0.900000 0.100000 0.054269 0.900180 0.911992 0.283202 0.028832 0.629212 0.063228 1.000000 1.000000
