0.100000 0.900000 0.081743 0.286285 0.215881 0.090067 0.006825 0.629212 0.063228 1.000000 1.000000
0.150000 0.850000 0.089937 0.331583 0.267023 0.104318 0.008442 0.629212 0.063228 1.000000 1.000000
0.200000 0.800000 0.097976 0.381154 0.323500 0.119913 0.010227 0.629212 0.063228 1.000000 1.000000
0.250000 0.750000 0.105357 0.433654 0.383867 0.136430 0.012136 0.629212 0.063228 1.000000 1.000000
0.300000 0.700000 0.111524 0.487198 0.446093 0.153275 0.014103 0.629212 0.063228 1.000000 1.000000
0.350000 0.650000 0.115998 0.539757 0.507999 0.169811 0.016060 0.629212 0.063228 1.000000 1.000000
0.400000 0.600000 0.118466 0.589559 0.567726 0.185479 0.017948 0.629212 0.063228 1.000000 1.000000
0.450000 0.550000 0.118805 0.635301 0.624002 0.199869 0.019727 0.629212 0.063228 1.000000 1.000000
0.500000 0.500000 0.117047 0.676142 0.676142 0.212718 0.021376 0.629212 0.063228 1.000000 1.000000
0.550000 0.450000 0.113322 0.711540 0.723933 0.223855 0.022886 0.629212 0.063228 1.000000 1.000000
0.600000 0.400000 0.107812 0.741038 0.767463 0.233135 0.024263 0.629212 0.063228 1.000000 1.000000
0.650000 0.350000 0.100711 0.764021 0.806993 0.240366 0.025512 0.629212 0.063228 1.000000 1.000000
0.700000 0.300000 0.092210 0.779368 0.842860 0.245194 0.026646 0.629212 0.063228 1.000000 1.000000
0.750000 0.250000 0.082484 0.784825 0.875425 0.246911 0.027676 0.629212 0.063228 1.000000 1.000000
0.800000 0.200000 0.071688 0.775548 0.905039 0.243992 0.028612 0.629212 0.063228 1.000000 1.000000
0.850000 0.150000 0.059956 0.739776 0.932027 0.232738 0.029465 0.629212 0.063228 1.000000 1.000000
0.900000 0.100000 0.047406 0.641622 0.956680 0.201858 0.030244 0.629212 0.063228 1.000000 1.000000
