 1 0.279608 652 697 13444 13457 1529 1471
 2 0.59338 662 687 13434 13467 1529 1471
 3 0.888767 678 671 13418 13483 1529 1471
 4 1.16572 680 669 13415 13486 1530 1470
 5 1.44875 652 697 13442 13459 1531 1469
 6 1.70357 678 671 13416 13485 1531 1469
 7 1.96397 668 681 13425 13476 1532 1468
 8 2.28535 660 689 13432 13469 1533 1467
 9 2.59584 666 683 13425 13476 1534 1466
 10 2.87063 664 685 13427 13474 1534 1466
 11 3.19373 672 677 13418 13483 1535 1465
 12 3.48304 688 661 13402 13499 1535 1465
 13 3.75475 680 669 13409 13492 1536 1464
 14 4.05033 700 649 13390 13511 1535 1465
 15 4.33535 710 639 13381 13520 1534 1466
 16 4.64126 708 641 13384 13517 1533 1467
 17 4.96876 694 655 13399 13502 1532 1468
 18 5.2935 700 649 13392 13509 1533 1467
 19 5.59501 712 637 13379 13522 1534 1466
 20 5.8648 698 651 13394 13507 1533 1467
 21 6.11352 692 657 13401 13500 1532 1468
 22 6.42264 696 653 13396 13505 1533 1467
 23 6.71314 692 657 13400 13501 1533 1467
 24 7.00114 686 663 13407 13494 1532 1468
 25 7.28578 698 651 13393 13508 1534 1466
 26 7.5739 668 681 13423 13478 1534 1466
 27 7.86325 678 671 13415 13486 1532 1468
 28 8.13082 694 655 13398 13503 1533 1467
 29 8.39799 678 671 13414 13487 1533 1467
 30 8.6699 678 671 13415 13486 1532 1468
 31 8.95444 674 675 13420 13481 1531 1469
 32 9.20541 674 675 13420 13481 1531 1469
 33 9.51879 684 665 13410 13491 1531 1469
 34 9.79133 686 663 13406 13495 1533 1467
 35 10.1173 686 663 13405 13496 1534 1466
 36 10.3897 664 685 13426 13475 1535 1465
 37 10.6756 674 675 13417 13484 1534 1466
 38 10.9347 686 663 13405 13496 1534 1466
 39 11.1811 694 655 13398 13503 1533 1467
 40 11.4866 704 645 13388 13513 1533 1467
 41 11.7888 712 637 13380 13521 1533 1467
 42 12.0588 728 621 13364 13537 1533 1467
 43 12.3299 696 653 13397 13504 1532 1468
 44 12.6346 682 667 13412 13489 1531 1469
 45 12.9129 684 665 13412 13489 1529 1471
 46 13.1971 668 681 13426 13475 1531 1469
 47 13.5128 684 665 13410 13491 1531 1469
 48 13.7861 684 665 13410 13491 1531 1469
 49 14.0789 660 689 13434 13467 1531 1469
 50 14.3491 662 687 13432 13469 1531 1469
 51 14.6246 660 689 13435 13466 1530 1470
 52 14.9554 662 687 13432 13469 1531 1469
