0.300000 2.118068 1.654044 -0.780921
0.310000 2.296447 1.957777 -0.852524
0.320000 2.974518 2.814646 -0.946253
0.330000 3.070376 2.804114 -0.913280
0.341000 3.346347 3.544159 -1.059113
0.350000 3.605196 4.768381 -1.322641
0.360000 4.128535 5.906254 -1.430593
0.372000 4.204868 6.906000 -1.642382
0.380000 4.254084 8.076238 -1.898467
0.390000 4.982213 9.087303 -1.823949
0.400000 5.376839 13.052644 -2.427568
0.410000 4.972571 12.439069 -2.501537
0.420000 5.448170 17.136494 -3.145367
0.430000 5.724276 16.822655 -2.938827
0.440000 5.631781 17.760954 -3.153701
0.450000 5.876322 17.418868 -2.964247
0.460000 5.366363 14.867814 -2.770557
0.470000 4.881973 11.434129 -2.342112
0.480000 4.464364 9.352100 -2.094834
0.489000 3.486006 6.434147 -1.845707
0.500000 3.588726 6.232687 -1.736741
0.510000 3.022159 5.044278 -1.669098
0.520000 3.021595 4.832325 -1.599263
0.529000 2.647897 3.804092 -1.436646
0.540000 1.968760 2.927359 -1.486905
0.550000 2.052682 2.809655 -1.368773
0.560000 2.023989 2.767441 -1.367320
0.570000 1.787280 2.358210 -1.319441
0.580000 1.525549 1.906738 -1.249870
0.590000 1.329722 1.650512 -1.241246
0.600000 1.194074 1.480014 -1.239466
0.610000 1.269371 1.521957 -1.198985
0.620000 1.162555 1.431769 -1.231571
0.630000 0.900386 1.049237 -1.165318
0.640000 0.929173 1.083453 -1.166040
0.650000 0.901512 1.046830 -1.161193
0.660000 0.684937 0.801176 -1.169707
0.670000 0.690607 0.782665 -1.133300
0.680000 0.803487 0.882362 -1.098166
0.690000 0.537425 0.613794 -1.142103
