0.100000 0.000000 0.267550 0.000000 0.067192 0.000000 0.074658 0.000000 0.961925 0.000000
0.150000 0.000000 0.300667 0.000000 0.061523 0.000000 0.108570 0.000000 0.946674 0.000000
0.200000 0.000000 0.337052 0.000000 0.055980 0.000000 0.139951 0.000000 0.933961 0.000000
0.250000 0.000000 0.376653 0.000000 0.050586 0.000000 0.168621 0.000000 0.923860 0.000000
0.300000 0.000000 0.419148 0.000000 0.045377 0.000000 0.194472 0.000000 0.916382 0.000000
0.350000 0.000000 0.463967 0.000000 0.040394 0.000000 0.217504 0.000000 0.911444 0.000000
0.400000 0.000000 0.510375 0.000000 0.035676 0.000000 0.237842 0.000000 0.908854 0.000000
0.450000 0.000000 0.557585 0.000000 0.031254 0.000000 0.255711 0.000000 0.908340 0.000000
0.500000 0.000000 0.604856 0.000000 0.027140 0.000000 0.271398 0.000000 0.909583 0.000000
0.550000 0.000000 0.651551 0.000000 0.023335 0.000000 0.285205 0.000000 0.912260 0.000000
0.600000 0.000000 0.697172 0.000000 0.019828 0.000000 0.297422 0.000000 0.916070 0.000000
0.650000 0.000000 0.741350 0.000000 0.016601 0.000000 0.308306 0.000000 0.920752 0.000000
0.700000 0.000000 0.783844 0.000000 0.013632 0.000000 0.318077 0.000000 0.926081 0.000000
0.750000 0.000000 0.824507 0.000000 0.010897 0.000000 0.326917 0.000000 0.931880 0.000000
0.800000 0.000000 0.863271 0.000000 0.008374 0.000000 0.334974 0.000000 0.938003 0.000000
0.850000 0.000000 0.900125 0.000000 0.006042 0.000000 0.342370 0.000000 0.944337 0.000000
0.900000 0.000000 0.935100 0.000000 0.003880 0.000000 0.349201 0.000000 0.950792 0.000000
