1 0.3057588817 3612278 3560598 3690678 1334 2648076 2653860 2650516 26934 25908 26036 27484 2982
2 0.585249139 3611276 3564520 3688820 1334 2648071 2653843 2650843 26934 25919 26031 27483 2982
3 0.8446032994 3611720 3567164 3687588 1334 2648711 2654327 2651015 26934 25939 26047 27495 2982
4 1.145552813 3612564 3566820 3689048 1334 2648793 2654613 2651249 26934 25953 26045 27497 2982
5 1.432942546 3611158 3567706 3689438 1334 2649600 2654888 2651552 26934 25960 26052 27504 2982
6 1.713617659 3611590 3566818 3689402 1334 2649250 2654646 2651602 26934 25950 26046 27494 2982
7 2.011682248 3612682 3565022 3690306 1334 2649339 2654635 2652103 26934 25963 26059 27507 2982
8 2.322954053 3616054 3567366 3693390 1334 2649512 2654672 2652160 26934 25968 26064 27516 2982
9 2.633573947 3616506 3570166 3695446 1334 2649623 2654939 2652515 26934 25969 26077 27509 2982
10 2.917754424 3617386 3569942 3695398 1334 2649433 2655409 2652389 26934 25969 26077 27509 2982
11 3.210252627 3617456 3568364 3694016 1334 2649484 2655528 2652556 26934 25968 26080 27516 2982
12 3.535758287 3619026 3568486 3692670 1334 2649814 2655350 2652514 26934 25968 26080 27516 2982
13 3.831012959 3617788 3569100 3692320 1334 2650287 2655727 2653139 26934 25967 26079 27527 2982
14 4.119187993 3618318 3569622 3694910 1334 2649745 2656133 2653289 26934 25967 26079 27527 2982
15 4.398866431 3617450 3571506 3695302 1334 2649811 2655899 2653235 26934 25959 26079 27543 2982
16 4.699135774 3619116 3571476 3696564 1334 2650346 2656390 2653610 26934 25960 26076 27548 2982
17 4.981626438 3622212 3570176 3696220 1334 2650196 2656212 2653156 26934 25954 26082 27574 2982
18 5.290113519 3620274 3571806 3696082 1334 2650322 2656322 2653326 26934 25962 26066 27582 2982
19 5.58650999 3621408 3572732 3696424 1334 2650205 2656385 2654357 26934 25959 26071 27583 2982
20 5.902102798 3620134 3572218 3695166 1334 2650604 2656200 2654300 26934 25954 26074 27586 2982
21 6.207804167 3619996 3572452 3696844 1334 2651319 2656387 2654175 26934 25965 26061 27589 2982
22 6.532648591 3620940 3572548 3697172 1334 2651507 2656499 2654107 26934 25965 26061 27589 2982
23 6.866351627 3619892 3568592 3697952 1334 2651574 2656402 2654262 26934 25964 26060 27588 2982
24 7.179020908 3621642 3566654 3697546 1334 2651717 2656805 2653997 26934 25963 26059 27599 2982
25 7.460327629 3621116 3569120 3698756 1334 2652454 2657362 2654222 26934 25954 26070 27610 2982
26 7.739652735 3621090 3569850 3700758 1334 2652147 2657735 2654119 26934 25963 26071 27599 2982
27 8.032723924 3621136 3569444 3699864 1334 2652131 2657735 2654295 26934 25969 26069 27589 2982
28 8.30599093 3621718 3570038 3698026 1334 2652042 2657994 2654450 26934 25978 26082 27594 2982
29 8.61128693 3619254 3570630 3697226 1334 2652742 2658418 2654562 26934 25994 26086 27602 2982
30 8.885040941 3619674 3571970 3697662 1334 2653129 2658501 2654625 26934 26003 26099 27591 2982
31 9.139682005 3620014 3570390 3695882 1334 2653178 2659082 2655034 26934 26002 26098 27582 2982
32 9.445364741 3621502 3569142 3697026 1334 2653115 2659363 2654999 26934 26005 26105 27585 2982
33 9.76278932 3620950 3571926 3696230 1334 2653341 2659489 2655193 26934 26003 26107 27579 2982
34 10.05982243 3621958 3573602 3695626 1334 2653563 2659379 2655767 26934 26003 26107 27579 2982
35 10.38499215 3622876 3575752 3695000 1334 2653106 2660018 2656162 26934 26006 26106 27586 2982
36 10.67944919 3625092 3578076 3697616 1334 2652930 2660650 2656882 26934 26006 26106 27586 2982
37 10.97637809 3625630 3579922 3695574 1334 2652972 2660572 2657056 26934 26006 26106 27586 2982
38 11.27740821 3624032 3581048 3697364 1334 2653418 2660434 2657366 26934 26006 26106 27586 2982
