 1 0.304486 676 658 13460 13474 1489 1493
 2 0.60629 668 666 13468 13466 1489 1493
 3 0.884229 652 682 13485 13449 1488 1494
 4 1.19824 646 688 13491 13443 1488 1494
 5 1.46631 648 686 13489 13445 1488 1494
 6 1.76372 656 678 13482 13452 1487 1495
 7 2.0518 638 696 13501 13433 1486 1496
 8 2.3314 646 688 13494 13440 1485 1497
 9 2.61138 654 680 13486 13448 1485 1497
 10 2.90834 648 686 13492 13442 1485 1497
 11 3.20043 656 678 13484 13450 1485 1497
 12 3.47145 658 676 13482 13452 1485 1497
 13 3.78577 666 668 13473 13461 1486 1496
 14 4.09209 648 686 13491 13443 1486 1496
 15 4.36101 660 674 13480 13454 1485 1497
 16 4.64032 666 668 13473 13461 1486 1496
 17 4.90514 688 646 13451 13483 1486 1496
 18 5.19396 688 646 13450 13484 1487 1495
 19 5.48957 678 656 13459 13475 1488 1494
 20 5.80537 672 662 13465 13469 1488 1494
 21 6.08997 650 684 13486 13448 1489 1493
 22 6.35007 670 664 13468 13466 1487 1495
 23 6.66932 688 646 13451 13483 1486 1496
 24 6.93872 668 666 13472 13462 1485 1497
 25 7.24762 676 658 13464 13470 1485 1497
 26 7.54764 684 650 13456 13478 1485 1497
 27 7.83821 674 660 13465 13469 1486 1496
 28 8.12598 682 652 13458 13476 1485 1497
 29 8.40383 672 662 13468 13466 1485 1497
 30 8.68715 658 676 13480 13454 1487 1495
 31 8.98042 658 676 13481 13453 1486 1496
 32 9.27528 660 674 13478 13456 1487 1495
 33 9.5871 664 670 13474 13460 1487 1495
 34 9.90602 660 674 13478 13456 1487 1495
 35 10.1834 662 672 13477 13457 1486 1496
 36 10.4905 662 672 13477 13457 1486 1496
 37 10.7866 680 654 13459 13475 1486 1496
 38 11.0985 670 664 13467 13467 1488 1494
 39 11.3967 674 660 13462 13472 1489 1493
 40 11.7129 662 672 13475 13459 1488 1494
 41 11.9772 674 660 13463 13471 1488 1494
 42 12.2959 672 662 13466 13468 1487 1495
 43 12.5854 662 672 13476 13458 1487 1495
 44 12.8868 674 660 13463 13471 1488 1494
 45 13.1769 672 662 13465 13469 1488 1494
 46 13.4808 682 652 13453 13481 1490 1492
 47 13.7816 660 674 13475 13459 1490 1492
 48 14.0857 666 668 13470 13464 1489 1493
 49 14.3797 660 674 13476 13458 1489 1493
 50 14.7288 650 684 13485 13449 1490 1492
 51 15.0183 664 670 13472 13462 1489 1493
 52 15.3261 656 678 13481 13453 1488 1494
 53 15.6249 672 662 13465 13469 1488 1494
 54 15.8886 646 688 13490 13444 1489 1493
 55 16.2139 658 676 13479 13455 1488 1494
 56 16.4989 654 680 13483 13451 1488 1494
 57 16.8036 656 678 13482 13452 1487 1495
 58 17.1068 660 674 13479 13455 1486 1496
 59 17.4228 656 678 13481 13453 1488 1494
 60 17.7218 638 696 13500 13434 1487 1495
 61 18.0234 652 682 13485 13449 1488 1494
 62 18.3352 658 676 13479 13455 1488 1494
 63 18.6782 648 686 13489 13445 1488 1494
 64 18.9878 636 698 13502 13432 1487 1495
 65 19.3388 658 676 13482 13452 1485 1497
 66 19.6851 662 672 13477 13457 1486 1496
 67 19.9974 658 676 13481 13453 1486 1496
 68 20.3048 664 670 13477 13457 1484 1498
 69 20.6062 648 686 13493 13441 1484 1498
 70 20.9072 656 678 13485 13449 1484 1498
 71 21.2355 668 666 13472 13462 1485 1497
 72 21.5495 652 682 13488 13446 1485 1497
 73 21.8538 666 668 13474 13460 1485 1497
 74 22.0982 686 648 13453 13481 1486 1496
 75 22.3758 678 656 13461 13473 1486 1496
 76 22.6797 674 660 13465 13469 1486 1496
 77 22.949 686 648 13454 13480 1485 1497
 78 23.2278 698 636 13442 13492 1485 1497
 79 23.4991 668 666 13469 13465 1488 1494
 80 23.8135 678 656 13458 13476 1489 1493
 81 24.1523 674 660 13460 13474 1491 1491
 82 24.4547 686 648 13449 13485 1490 1492
 83 24.7334 668 666 13468 13466 1489 1493
 84 25.0234 666 668 13468 13466 1491 1491
 85 25.3323 658 676 13477 13457 1490 1492
 86 25.6337 674 660 13462 13472 1489 1493
 87 25.9274 674 660 13462 13472 1489 1493
 88 26.1934 668 666 13468 13466 1489 1493
 89 26.4963 676 658 13459 13475 1490 1492
 90 26.7772 690 644 13447 13487 1488 1494
 91 27.1027 700 634 13439 13495 1486 1496
 92 27.3902 706 628 13434 13500 1485 1497
 93 27.6542 690 644 13450 13484 1485 1497
 94 27.9446 696 638 13443 13491 1486 1496
 95 28.254 666 668 13473 13461 1486 1496
 96 28.5391 670 664 13467 13467 1488 1494
 97 28.8467 664 670 13473 13461 1488 1494
 98 29.1809 678 656 13460 13474 1487 1495
 99 29.443 676 658 13462 13472 1487 1495
 100 29.7362 692 642 13446 13488 1487 1495
 101 30.0307 672 662 13465 13469 1488 1494
 102 30.3386 668 666 13469 13465 1488 1494
 103 30.6639 678 656 13458 13476 1489 1493
 104 30.9626 656 678 13480 13454 1489 1493
 105 31.2514 672 662 13467 13467 1486 1496
 106 31.554 666 668 13469 13465 1490 1492
 107 31.8494 662 672 13474 13460 1489 1493
 108 32.1309 674 660 13462 13472 1489 1493
 109 32.4669 630 704 13504 13430 1491 1491
 110 32.7504 630 704 13503 13431 1492 1490
 111 33.0672 634 700 13500 13434 1491 1491
 112 33.3877 640 694 13494 13440 1491 1491
 113 33.7226 636 698 13498 13436 1491 1491
 114 34.0033 650 684 13488 13446 1487 1495
 115 34.3234 650 684 13489 13445 1486 1496
 116 34.6239 652 682 13487 13447 1486 1496
 117 34.9319 636 698 13500 13434 1489 1493
 118 35.2182 644 690 13493 13441 1488 1494
 119 35.4832 658 676 13478 13456 1489 1493
 120 35.7818 682 652 13454 13480 1489 1493
 121 36.0767 678 656 13461 13473 1486 1496
 122 36.3505 682 652 13458 13476 1485 1497
 123 36.6704 684 650 13458 13476 1483 1499
 124 36.9539 672 662 13470 13464 1483 1499
 125 37.2558 688 646 13453 13481 1484 1498
 126 37.5851 674 660 13466 13468 1485 1497
 127 37.8845 694 640 13447 13487 1484 1498
 128 38.1735 672 662 13467 13467 1486 1496
 129 38.4957 654 680 13482 13452 1489 1493
 130 38.8031 680 654 13456 13478 1489 1493
 131 39.1029 678 656 13457 13477 1490 1492
 132 39.417 670 664 13465 13469 1490 1492
 133 39.7249 668 666 13467 13467 1490 1492
 134 40.0151 670 664 13465 13469 1490 1492
 135 40.2704 676 658 13460 13474 1489 1493
 136 40.5617 664 670 13473 13461 1488 1494
 137 40.8673 648 686 13489 13445 1488 1494
 138 41.1779 648 686 13488 13446 1489 1493
 139 41.4554 650 684 13488 13446 1487 1495
 140 41.7377 644 690 13493 13441 1488 1494
 141 42.0327 666 668 13472 13462 1487 1495
 142 42.304 664 670 13475 13459 1486 1496
 143 42.6108 644 690 13493 13441 1488 1494
 144 42.8717 656 678 13481 13453 1488 1494
 145 43.1464 666 668 13471 13463 1488 1494
 146 43.4246 678 656 13461 13473 1486 1496
 147 43.7273 676 658 13462 13472 1487 1495
 148 44.0134 670 664 13472 13462 1483 1499
 149 44.3131 676 658 13466 13468 1483 1499
 150 44.6425 658 676 13485 13449 1482 1500
 151 44.9477 678 656 13465 13469 1482 1500
 152 45.2458 660 674 13482 13452 1483 1499
 153 45.5299 658 676 13483 13451 1484 1498
 154 45.7869 646 688 13495 13439 1484 1498
 155 46.1011 652 682 13488 13446 1485 1497
 156 46.3973 654 680 13486 13448 1485 1497
 157 46.6845 680 654 13457 13477 1488 1494
 158 46.9813 688 646 13450 13484 1487 1495
 159 47.2709 688 646 13454 13480 1483 1499
 160 47.5679 666 668 13476 13458 1483 1499
 161 47.8637 660 674 13481 13453 1484 1498
 162 48.1647 672 662 13468 13466 1485 1497
 163 48.4217 676 658 13466 13468 1483 1499
 164 48.7003 662 672 13482 13452 1481 1501
 165 48.9928 654 680 13490 13444 1481 1501
 166 49.3038 654 680 13491 13443 1480 1502
 167 49.6271 660 674 13485 13449 1480 1502
 168 49.9627 660 674 13487 13447 1478 1504
 169 50.2479 656 678 13492 13442 1477 1505
 170 50.5199 678 656 13470 13464 1477 1505
 171 50.7866 670 664 13479 13455 1476 1506
 172 51.0633 680 654 13470 13464 1475 1507
 173 51.3642 704 630 13446 13488 1475 1507
 174 51.6558 698 636 13452 13482 1475 1507
 175 51.9455 676 658 13474 13460 1475 1507
 176 52.2653 662 672 13489 13445 1474 1508
 177 52.5847 658 676 13492 13442 1475 1507
 178 52.8617 656 678 13493 13441 1476 1506
 179 53.1629 666 668 13483 13451 1476 1506
 180 53.4358 664 670 13483 13451 1478 1504
 181 53.7326 656 678 13490 13444 1479 1503
 182 54.023 648 686 13498 13436 1479 1503
 183 54.319 648 686 13499 13435 1478 1504
 184 54.5969 648 686 13499 13435 1478 1504
 185 54.8548 638 696 13509 13425 1478 1504
