 1 0.305759 674 660 13472 13462 1479 1503
 2 0.585249 676 658 13471 13463 1478 1504
 3 0.844603 654 680 13491 13443 1480 1502
 4 1.14555 652 682 13491 13443 1482 1500
 5 1.43294 642 692 13502 13432 1481 1501
 6 1.71362 640 694 13504 13430 1481 1501
 7 2.01168 646 688 13499 13435 1480 1502
 8 2.32295 648 686 13496 13438 1481 1501
 9 2.63357 646 688 13497 13437 1482 1500
 10 2.91775 650 684 13493 13441 1482 1500
 11 3.21025 664 670 13482 13452 1479 1503
 12 3.53576 650 684 13496 13438 1479 1503
 13 3.83101 632 702 13513 13421 1480 1502
 14 4.11919 636 698 13509 13425 1480 1502
 15 4.39887 676 658 13469 13465 1480 1502
 16 4.69914 660 674 13486 13448 1479 1503
 17 4.98163 638 696 13508 13426 1479 1503
 18 5.29011 654 680 13494 13440 1477 1505
 19 5.58651 664 670 13485 13449 1476 1506
 20 5.9021 678 656 13470 13464 1477 1505
 21 6.2078 666 668 13483 13451 1476 1506
 22 6.53265 686 648 13463 13471 1476 1506
 23 6.86635 692 642 13456 13478 1477 1505
 24 7.17902 678 656 13471 13463 1476 1506
 25 7.46033 672 662 13476 13458 1477 1505
 26 7.73965 648 686 13499 13435 1478 1504
 27 8.03272 670 664 13479 13455 1476 1506
 28 8.30599 680 654 13470 13464 1475 1507
 29 8.61129 680 654 13470 13464 1475 1507
 30 8.88504 670 664 13481 13453 1474 1508
 31 9.13968 650 684 13500 13434 1475 1507
 32 9.44536 662 672 13487 13447 1476 1506
 33 9.76279 658 676 13491 13443 1476 1506
 34 10.0598 662 672 13487 13447 1476 1506
 35 10.385 650 684 13500 13434 1475 1507
 36 10.6794 656 678 13494 13440 1475 1507
 37 10.9764 674 660 13476 13458 1475 1507
 38 11.2774 666 668 13484 13450 1475 1507
 39 11.5636 686 648 13465 13469 1474 1508
 40 11.836 686 648 13465 13469 1474 1508
 41 12.1223 686 648 13465 13469 1474 1508
 42 12.412 682 652 13469 13465 1474 1508
 43 12.708 680 654 13472 13462 1473 1509
 44 13.0308 692 642 13461 13473 1472 1510
 45 13.2964 698 636 13453 13481 1474 1508
 46 13.5846 700 634 13452 13482 1473 1509
 47 13.8697 670 664 13478 13456 1477 1505
 48 14.2011 682 652 13467 13467 1476 1506
 49 14.4777 680 654 13470 13464 1475 1507
 50 14.7206 666 668 13484 13450 1475 1507
 51 15.0233 664 670 13486 13448 1475 1507
 52 15.3514 660 674 13488 13446 1477 1505
 53 15.6688 654 680 13495 13439 1476 1506
 54 15.9591 658 676 13493 13441 1474 1508
 55 16.2752 666 668 13486 13448 1473 1509
 56 16.5986 658 676 13493 13441 1474 1508
 57 16.9087 642 692 13509 13425 1474 1508
 58 17.2179 640 694 13509 13425 1476 1506
 59 17.4928 618 716 13532 13402 1475 1507
 60 17.8408 632 702 13518 13416 1475 1507
 61 18.1143 662 672 13489 13445 1474 1508
 62 18.3957 652 682 13498 13436 1475 1507
 63 18.6987 664 670 13485 13449 1476 1506
 64 18.969 660 674 13490 13444 1475 1507
 65 19.2678 644 690 13508 13426 1473 1509
 66 19.5729 670 664 13481 13453 1474 1508
 67 19.8609 668 666 13480 13454 1477 1505
 68 20.1567 682 652 13466 13468 1477 1505
 69 20.4661 690 644 13460 13474 1475 1507
 70 20.7587 678 656 13472 13462 1475 1507
 71 21.061 678 656 13472 13462 1475 1507
 72 21.3814 682 652 13470 13464 1473 1509
 73 21.669 680 654 13472 13462 1473 1509
 74 21.9297 680 654 13470 13464 1475 1507
 75 22.2151 682 652 13468 13466 1475 1507
 76 22.4659 680 654 13471 13463 1474 1508
 77 22.7789 690 644 13458 13476 1477 1505
 78 23.0721 686 648 13462 13472 1477 1505
 79 23.3844 660 674 13486 13448 1479 1503
 80 23.6546 666 668 13480 13454 1479 1503
 81 23.9816 664 670 13480 13454 1481 1501
 82 24.2452 668 666 13476 13458 1481 1501
 83 24.531 668 666 13477 13457 1480 1502
 84 24.8522 674 660 13470 13464 1481 1501
 85 25.1531 668 666 13477 13457 1480 1502
 86 25.458 648 686 13496 13438 1481 1501
 87 25.7374 640 694 13505 13429 1480 1502
 88 26.0186 658 676 13488 13446 1479 1503
 89 26.3604 660 674 13483 13451 1482 1500
 90 26.6792 662 672 13480 13454 1483 1499
 91 26.9367 676 658 13466 13468 1483 1499
 92 27.224 662 672 13480 13454 1483 1499
 93 27.557 664 670 13478 13456 1483 1499
 94 27.8307 666 668 13476 13458 1483 1499
 95 28.1516 672 662 13468 13466 1485 1497
 96 28.4425 666 668 13475 13459 1484 1498
 97 28.7484 652 682 13490 13444 1483 1499
 98 29.0814 664 670 13480 13454 1481 1501
 99 29.4268 666 668 13477 13457 1482 1500
 100 29.7049 668 666 13474 13460 1483 1499
 101 29.9864 654 680 13488 13446 1483 1499
 102 30.2628 666 668 13476 13458 1483 1499
 103 30.5424 654 680 13486 13448 1485 1497
 104 30.8143 656 678 13486 13448 1483 1499
 105 31.1119 672 662 13470 13464 1483 1499
 106 31.4164 664 670 13477 13457 1484 1498
 107 31.7116 650 684 13491 13443 1484 1498
 108 31.9805 666 668 13474 13460 1485 1497
 109 32.3062 660 674 13479 13455 1486 1496
 110 32.5996 652 682 13485 13449 1488 1494
 111 32.9327 650 684 13490 13444 1485 1497
 112 33.2651 656 678 13482 13452 1487 1495
 113 33.5873 636 698 13502 13432 1487 1495
 114 33.8689 640 694 13498 13436 1487 1495
 115 34.1385 652 682 13487 13447 1486 1496
 116 34.4321 672 662 13466 13468 1487 1495
 117 34.7258 652 682 13484 13450 1489 1493
 118 35.0141 656 678 13480 13454 1489 1493
 119 35.3001 672 662 13464 13470 1489 1493
 120 35.5765 676 658 13462 13472 1487 1495
 121 35.9139 674 660 13463 13471 1488 1494
 122 36.204 676 658 13461 13473 1488 1494
 123 36.502 650 684 13489 13445 1486 1496
 124 36.7933 648 686 13492 13442 1485 1497
 125 37.0676 650 684 13490 13444 1485 1497
 126 37.3292 648 686 13492 13442 1485 1497
 127 37.6436 656 678 13483 13451 1486 1496
 128 37.9451 664 670 13475 13459 1486 1496
 129 38.2418 670 664 13469 13465 1486 1496
 130 38.5145 680 654 13459 13475 1486 1496
 131 38.7967 704 630 13435 13499 1486 1496
 132 39.0829 704 630 13434 13500 1487 1495
 133 39.376 712 622 13425 13509 1488 1494
 134 39.6866 698 636 13439 13495 1488 1494
 135 39.9742 682 652 13454 13480 1489 1493
 136 40.2965 680 654 13456 13478 1489 1493
 137 40.5887 686 648 13451 13483 1488 1494
 138 40.8583 670 664 13467 13467 1488 1494
 139 41.1367 672 662 13464 13470 1489 1493
 140 41.4255 666 668 13467 13467 1492 1490
 141 41.7354 662 672 13471 13463 1492 1490
 142 42.0531 668 666 13465 13469 1492 1490
 143 42.3616 678 656 13453 13481 1494 1488
 144 42.662 674 660 13457 13477 1494 1488
 145 42.9608 674 660 13456 13478 1495 1487
 146 43.2756 654 680 13476 13458 1495 1487
 147 43.5887 650 684 13481 13453 1494 1488
 148 43.8842 630 704 13501 13433 1494 1488
 149 44.1704 636 698 13495 13439 1494 1488
 150 44.4323 642 692 13489 13445 1494 1488
 151 44.6912 634 700 13497 13437 1494 1488
 152 45 634 700 13497 13437 1494 1488
 153 45.2818 648 686 13485 13449 1492 1490
 154 45.5699 652 682 13482 13452 1491 1491
 155 45.8485 664 670 13470 13464 1491 1491
 156 46.1367 662 672 13472 13462 1491 1491
 157 46.4506 666 668 13468 13466 1491 1491
 158 46.727 654 680 13479 13455 1492 1490
 159 46.999 656 678 13477 13457 1492 1490
 160 47.2908 646 688 13488 13446 1491 1491
 161 47.5818 692 642 13443 13491 1490 1492
 162 47.8877 690 644 13448 13486 1487 1495
 163 48.1668 680 654 13454 13480 1491 1491
 164 48.4838 680 654 13454 13480 1491 1491
 165 48.7549 668 666 13466 13468 1491 1491
 166 49.0513 686 648 13449 13485 1490 1492
 167 49.3663 686 648 13453 13481 1486 1496
 168 49.6626 676 658 13464 13470 1485 1497
 169 49.9753 680 654 13458 13476 1487 1495
 170 50.2976 688 646 13451 13483 1486 1496
 171 50.5918 682 652 13456 13478 1487 1495
 172 50.9294 682 652 13456 13478 1487 1495
 173 51.2381 690 644 13447 13487 1488 1494
 174 51.5347 694 640 13444 13490 1487 1495
 175 51.8187 690 644 13446 13488 1489 1493
 176 52.1123 692 642 13443 13491 1490 1492
 177 52.4048 678 656 13457 13477 1490 1492
 178 52.6734 694 640 13441 13493 1490 1492
 179 52.9419 712 622 13421 13513 1492 1490
 180 53.2555 672 662 13461 13473 1492 1490
 181 53.5635 656 678 13478 13456 1491 1491
 182 53.8389 658 676 13477 13457 1490 1492
 183 54.0982 650 684 13486 13448 1489 1493
 184 54.4302 666 668 13472 13462 1487 1495
 185 54.7125 692 642 13445 13489 1488 1494
 186 54.9995 672 662 13465 13469 1488 1494
 187 55.3072 658 676 13479 13455 1488 1494
 188 55.5908 644 690 13493 13441 1488 1494
 189 55.9133 648 686 13488 13446 1489 1493
 190 56.2192 638 696 13498 13436 1489 1493
 191 56.5554 674 660 13463 13471 1488 1494
 192 56.8503 666 668 13472 13462 1487 1495
 193 57.1188 682 652 13456 13478 1487 1495
